cohort,case_id,domain,variant,triples_changed,f1_change,improved,harmed,accepted
controlled,environment-08f31c70d080,environment,learned_always,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-08f31c70d080,environment,no_density,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_local_score,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_prior,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,no_source_score,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,rule_only,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,single_step,False,0.0,False,False,0
controlled,environment-08f31c70d080,environment,uniform_always,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,learned_always,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-0c6bdf88582b,environment,no_density,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_local_score,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_prior,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,no_source_score,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,rule_only,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,single_step,False,0.0,False,False,0
controlled,environment-0c6bdf88582b,environment,uniform_always,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,learned_always,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_cost,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_density,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_local_score,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_prior,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,no_source_score,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,rule_only,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,single_step,False,0.0,False,False,0
controlled,environment-0cc2a07302ce,environment,uniform_always,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,learned_always,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_cost,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_density,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_local_score,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_prior,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,no_source_score,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,rule_only,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,single_step,False,0.0,False,False,0
controlled,environment-114d47ef5968,environment,uniform_always,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,learned_always,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_cost,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_density,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_local_score,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_prior,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,no_source_score,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,rule_only,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,single_step,False,0.0,False,False,0
controlled,environment-131aae4a913e,environment,uniform_always,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,learned_always,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-1c5352baae54,environment,no_density,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_local_score,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_prior,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,no_source_score,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,rule_only,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,single_step,False,0.0,False,False,0
controlled,environment-1c5352baae54,environment,uniform_always,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,learned_always,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-1c5e4f114bd3,environment,no_density,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_local_score,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_prior,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,no_source_score,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,rule_only,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,single_step,False,0.0,False,False,0
controlled,environment-1c5e4f114bd3,environment,uniform_always,False,0.0,False,False,0
controlled,environment-243394657c39,environment,learned_always,False,0.0,False,False,0
controlled,environment-243394657c39,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-243394657c39,environment,no_density,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_local_score,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_prior,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-243394657c39,environment,no_source_score,False,0.0,False,False,0
controlled,environment-243394657c39,environment,rule_only,False,0.0,False,False,0
controlled,environment-243394657c39,environment,single_step,False,0.0,False,False,0
controlled,environment-243394657c39,environment,uniform_always,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,learned_always,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_cost,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_density,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_local_score,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_prior,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,no_source_score,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,rule_only,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,single_step,False,0.0,False,False,0
controlled,environment-269d6428ec21,environment,uniform_always,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,learned_always,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_cost,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_density,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_local_score,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_prior,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,no_source_score,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,rule_only,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,single_step,False,0.0,False,False,0
controlled,environment-29ecdbb5e2da,environment,uniform_always,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,learned_always,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_cost,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_density,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_local_score,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_prior,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,no_source_score,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,rule_only,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,single_step,False,0.0,False,False,0
controlled,environment-2fdd1fa18a3a,environment,uniform_always,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,learned_always,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_cost,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_density,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_local_score,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_prior,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,no_source_score,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,rule_only,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,single_step,False,0.0,False,False,0
controlled,environment-3167138e25d4,environment,uniform_always,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,learned_always,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_cost,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_density,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_local_score,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_prior,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,no_source_score,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,rule_only,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,single_step,False,0.0,False,False,0
controlled,environment-320f5d37ee44,environment,uniform_always,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,learned_always,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_cost,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_density,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_local_score,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_prior,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,no_source_score,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,rule_only,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,single_step,False,0.0,False,False,0
controlled,environment-3881a05cffa1,environment,uniform_always,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,learned_always,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_cost,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_density,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_local_score,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_prior,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,no_source_score,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,rule_only,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,single_step,False,0.0,False,False,0
controlled,environment-38fd486ef1b7,environment,uniform_always,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,learned_always,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_cost,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_density,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_local_score,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_prior,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,no_source_score,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,rule_only,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,single_step,False,0.0,False,False,0
controlled,environment-47f0150f2fe7,environment,uniform_always,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,learned_always,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-4c4fd0e3970b,environment,no_density,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_local_score,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_prior,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,no_source_score,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,rule_only,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,single_step,False,0.0,False,False,0
controlled,environment-4c4fd0e3970b,environment,uniform_always,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,learned_always,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_cost,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_density,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_local_score,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_prior,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,no_source_score,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,rule_only,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,single_step,False,0.0,False,False,0
controlled,environment-4d5c3e883e7b,environment,uniform_always,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,learned_always,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_cost,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_density,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_local_score,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_prior,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,no_source_score,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,rule_only,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,single_step,False,0.0,False,False,0
controlled,environment-5201f128f055,environment,uniform_always,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,learned_always,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_cost,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_density,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_local_score,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_prior,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,no_source_score,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,rule_only,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,single_step,False,0.0,False,False,0
controlled,environment-53794df293b9,environment,uniform_always,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,learned_always,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-549b9cc8bea3,environment,no_density,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_local_score,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_prior,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,no_source_score,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,rule_only,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,single_step,False,0.0,False,False,0
controlled,environment-549b9cc8bea3,environment,uniform_always,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,learned_always,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_cost,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_density,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_local_score,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_prior,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,no_source_score,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,rule_only,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,single_step,False,0.0,False,False,0
controlled,environment-563aa7b5d8de,environment,uniform_always,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,learned_always,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_cost,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_density,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_local_score,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_prior,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,no_source_score,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,rule_only,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,single_step,False,0.0,False,False,0
controlled,environment-5a0639970911,environment,uniform_always,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,learned_always,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_cost,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_density,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_local_score,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_prior,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,no_source_score,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,rule_only,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,single_step,False,0.0,False,False,0
controlled,environment-5a3e503d4347,environment,uniform_always,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,learned_always,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_cost,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_density,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_local_score,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_prior,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,no_source_score,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,rule_only,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,single_step,False,0.0,False,False,0
controlled,environment-5bad10ac94ad,environment,uniform_always,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,learned_always,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_cost,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_density,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_local_score,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_prior,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,no_source_score,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,rule_only,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,single_step,False,0.0,False,False,0
controlled,environment-5ea9b2dfede9,environment,uniform_always,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,learned_always,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_cost,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_density,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_local_score,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_prior,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_profile_bounds,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_rule_candidates,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,no_source_score,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,rule_only,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,single_step,False,0.0,False,False,0
controlled,environment-6aa1a102a25b,environment,uniform_always,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,learned_always,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,learned_trigger,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_cost,True,0.15384615384615385,True,False,1
controlled,environment-6cce9316c04c,environment,no_density,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_graph_score,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_local_score,False,0.0,False,False,0
controlled,environment-6cce9316c04c,environment,no_prior,False,0.0,False,False,0
